NAME,SKU,CATEGORY,PRICE,BRAND,DESCRIPTION
Product KB91THR002-CG,KB91THR002-CG,BATH AND SHOWER MIXER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBMST001-GM,KBMST001-GM,WALL MOUNTED SENSOR TAP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBMST001-RG,KBMST001-RG,WALL MOUNTED SENSOR TAP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBMST001-CG,KBMST001-CG,WALL MOUNTED SENSOR TAP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBMST001-CP,KBMST001-CP,WALL MOUNTED SENSOR TAP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBMST002-CP,KBMST002-CP,DECK MOUNTED SENSOR TAP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBMST002-RG,KBMST002-RG,DECK MOUNTED SENSOR TAP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBMST002-CG,KBMST002-CG,DECK MOUNTED SENSOR TAP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBMST002-GM,KBMST002-GM,DECK MOUNTED SENSOR TAP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA740004,KA740004,SINK MIXER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA740005-GM,KA740005-GM,SINK MIXER WITH SWIVEL SPOUT,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA740005,KA740005,SINK MIXER WITH SWIVEL SPOUT,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA740003-CP,KA740003-CP,SINGLE LEVER DECK MOUNTED,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBTHP006-RG,KBTHP006-RG,THERMOSTAT,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBTHP006-CG,KBTHP006-CG,THEMOSTATIC MIXER TRIMS,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBTHP006-CP,KBTHP006-CP,THEMOSTATIC MIXER TRIMS,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBTHP006-MBK,KBTHP006-MBK,THERMOSTAT,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBTHP006-MBRG,KBTHP006-MBRG,THEMOSTATIC MIXER TRIMS,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBTHP006-GM,KBTHP006-GM,THEMOSTATIC MIXER TRIMS,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA790002,KA790002,THERMOSTAT,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
THERMOSTATIC  TRIM – ROUND,MIXER,THREE FLOW CONCEALED,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA790001,KA790001,THREE FLOW CONCEALED,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
(6 OUTLET),MULTIFLOW,THERMOSTATIC MIXER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBTHS004-CG,KBTHS004-CG,THERMOSTATIC MIXER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBTHS004-GM,KBTHS004-GM,THERMOSTATIC MIXER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBTHS004-RG,KBTHS004-RG,THERMOSTATIC MIXER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBTHR003-CG,KBTHR003-CG,THERMOSTATIC MIXER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBTHR003-RG,KBTHR003-RG,THERMOSTATIC MIXER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBTHR003-GM,KBTHR003-GM,THERMOSTATIC MIXER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBTHR001-RG,KBTHR001-RG,BATH & SHOWER MIXER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBTHR001-GM,KBTHR001-GM,BATH & SHOWER MIXER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
HI-FLOW DIVERTER BODY- SL,CONCEALED,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
HOOK & 1 M HOSE,WITH,HEALTH FAUCET (BRASS),0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
" 9,075",KB400002S-RG,FLUSH VALVE,9075,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KB400001S-RG,KB400001S-RG,FLUSH VALVE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KB320002S-RG,KB320002S-RG,FLUSH VALVE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KB400001R-RG,KB400001R-RG,FLUSH VALVE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KB320002R-RG,KB320002R-RG,FLUSH VALVE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
" 9,075",KB400002S-GM,FLUSH VALVE,9075,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA940007-RG,KA940007-RG,ALLIED PRODUCTS,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA940007-GM,KA940007-GM,ALLIED PRODUCTS,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
MOUNTED SHOWER ARM (230 MM),CEILING,ALLIED PRODUCTS,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBWOS0001-RG,KBWOS0001-RG,SHOWER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBWOS0001-CP,KBWOS0001-CP,SHOWER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA940008-MB,KA940008-MB,ABS ROUND SHOWER ARM,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
" 6,600",KA940008-GM,ABS ROUND SHOWER ARM,6600,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
,180,SEARCH RESULTS,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
--  of 172 --,165,HEAIN,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
.2,192,ABS ROUND SHOWER ARM,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA870002-RG,KA870002-RG,ALLIED PRODUCTS,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA870002-GM,KA870002-GM,ALLIED PRODUCTS,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
TRAP (9” / 12”),BOTTLE,ALLIED PRODUCTS,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBWOS0001-GM,KBWOS0001-GM,SHOWER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBWOR0001-CP,KBWOR0001-CP,SHOWER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBWOR0001-RG,KBWOR0001-RG,SHOWER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBWOR0001-GM,KBWOR0001-GM,SHOWER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
),KAJ0528-MG,(COMPATIBLE POP-UP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
),KAJ0527-LG,(COMPATIBLE POP-UP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
),KAJ0527,(COMPATIBLE POP-UP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
DRAINER WITH OVERFLOW FOR BASIN,POP-UP,MATTE WHITE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
),KAJ0527-LGR,(COMPATIBLE POP-UP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
),KAJ0527-DGR,(COMPATIBLE POP-UP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
),KAJ0528-MW,(COMPATIBLE POP-UP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
),KAJ0528-MGR,(COMPATIBLE POP-UP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
),KAJ0527-CB,(COMPATIBLE POP-UP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
),KAJ0528-MB,(COMPATIBLE POP-UP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA870005-RG,KA870005-RG,MATTE BLACK,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA870005-GM,KA870005-GM,MATTE BLACK,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
COUPLING (130 MM - FULL THREAD),WASTE,MATTE BLACK,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA970006-RG,KA970006-RG,MATTE BLACK,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA970006-GM,KA970006-GM,MATTE BLACK,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA870006-RG,KA870006-RG,MATTE BLACK,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA870006-GM,KA870006-GM,MATTE BLACK,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA970005-RG,KA970005-RG,MATTE BLACK,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA970005-GM,KA970005-GM,MATTE BLACK,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
NIPPLE (1.5”),EXTENSION,MATTE BLACK,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
/ KB2311034-CP,KB2211034-CP,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KB911034-RG,KB911034-RG,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KB911034-CG,KB911034-CG,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
/ KB2311022 / KB2911022-GM,KB2211022,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KB111022-CP,KB111022-CP,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KB2511022-CGL,KB2511022-CGL,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KB2411022-CRG,KB2411022-CRG,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KB2411022-MBRG,KB2411022-MBRG,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
/ KB2911022-MBK,KB2311022,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
/ KB2311035 / KB2911035-GM,KB2211035,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KB111035-CP,KB111035-CP,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KB2511035-CGL,KB2511035-CGL,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KB2411035-CRG,KB2411035-CRG,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KB2411035-MBRG,KB2411035-MBRG,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
/ KB2911035-MBK,KB2311035,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KBTHP005,KBTHP005,CONCEALED BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
3  ABS HAND SHOWER WHITE,FUNCTION,HAND SHOWER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA790003,KA790003,MIXER BODY,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA580012-RG,KA580012-RG,HEALTH FAUCET (BRASS),0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA580012-CG,KA580012-CG,HEALTH FAUCET (BRASS),0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
,122,COMMING SOON,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
Product KA580012-GM,KA580012-GM,HEALTH FAUCET (BRASS),0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA580012-CP,KA580012-CP,HEALTH FAUCET (BRASS),0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
" 4,075",KA580011-CGL,HEALTH FAUCET (BRASS),4075,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA580023-CP,KA580023-CP,HEALTH FAUCET,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA580023-CG,KA580023-CG,HEALTH FAUCET (BRASS),0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA580014-RG,KA580014-RG,HEALTH FAUCET (BRASS),0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
& 1.5 M SS,HOSE,HAND SHOWER WITH HOOK,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA580024,KA580024,ABS HEALTH FAUCET WITH HOOK,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
3  HAND SHOWER,FLOW,(WITH HOLDER + HOSE),0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660007-CRG,KA660007-CRG,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660003-CRG,KA660003-CRG,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660004-CRG,KA660004-CRG,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660005-CRG,KA660005-CRG,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660001-CRG,KA660001-CRG,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
RACK WITH HOOK 24”,TOWEL,TOILET PAPER HOLDER WITH FLAP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660002-CRG,KA660002-CRG,CONVEX RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660008-CRG,KA660008-CRG,TOILET PAPER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660010-CRG,KA660010-CRG,CONVEX RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660011-CRG,KA660011-CRG,CONVEX RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990003-CRG,KA990003-CRG,CONVEX RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990004-CRG,KA990004-CRG,CONVEX RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990001-CRG,KA990001-CRG,SQUARE RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990002-CRG,KA990002-CRG,SQUARE RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990005-CRG,KA990005-CRG,CHROME & ROSE GOLD,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990007-CRG,KA990007-CRG,TOILET PAPER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990009-CRG,KA990009-CRG,TOILET PAPER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990010-CRG,KA990010-CRG,SQUARE RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990011-CRG,KA990011-CRG,SQUARE RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660007-CGL,KA660007-CGL,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660003-CGL,KA660003-CGL,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660004-CGL,KA660004-CGL,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660005-CGL,KA660005-CGL,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660001-CGL,KA660001-CGL,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660002-CGL,KA660002-CGL,CONVEX RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660008-CGL,KA660008-CGL,TOILET PAPER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990003-CGL,KA990003-CGL,TOILET PAPER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990004-CGL,KA990004-CGL,TOILET PAPER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660010-CGL,KA660010-CGL,CONVEX RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660011-CGL,KA660011-CGL,CONVEX RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990001-CGL,KA990001-CGL,SQUARE RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990002-CGL,KA990002-CGL,SQUARE RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990005-CGL,KA990005-CGL,CHROME & GOLD,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990007-CGL,KA990007-CGL,TOILET PAPER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990009-CGL,KA990009-CGL,TOILET PAPER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990010-CGL,KA990010-CGL,SQUARE RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990011-CGL,KA990011-CGL,SQUARE RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660007-RG,KA660007-RG,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660003-RG,KA660003-RG,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660004-RG,KA660004-RG,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660005-RG,KA660005-RG,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660001-RG,KA660001-RG,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660002-RG,KA660002-RG,CONVEX RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660008-RG,KA660008-RG,TOILET PAPER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990003-RG,KA990003-RG,TOILET PAPER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660010-RG,KA660010-RG,CONVEX RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660011-RG,KA660011-RG,CONVEX RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990001-RG,KA990001-RG,SQUARE RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990002-RG,KA990002-RG,SQUARE RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990004-RG,KA990004-RG,ROSE GOLD,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990005-RG,KA990005-RG,ROSE GOLD,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990007-RG,KA990007-RG,TOILET PAPER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990009-RG,KA990009-RG,TOILET PAPER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990010-RG,KA990010-RG,SQUARE RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990011-RG,KA990011-RG,SQUARE RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990015-RG,KA990015-RG,ROSE GOLD,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660007-GM,KA660007-GM,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660003-GM,KA660003-GM,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660004-GM,KA660004-GM,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660005-GM,KA660005-GM,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660001-GM,KA660001-GM,TUMBLER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660002-GM,KA660002-GM,CONVEX RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660008-GM,KA660008-GM,TOILET PAPER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990003-GM,KA990003-GM,TOILET PAPER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660010-GM,KA660010-GM,CONVEX RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA660011-GM,KA660011-GM,CONVEX RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990001-GM,KA990001-GM,SQUARE RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990002-GM,KA990002-GM,SQUARE RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990005-GM,KA990005-GM,SOAP DISH,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990007-GM,KA990007-GM,TOILET PAPER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990009-GM,KA990009-GM,TOILET PAPER HOLDER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990010-GM,KA990010-GM,SQUARE RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990011-GM,KA990011-GM,SQUARE RANGE,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA990015-GM,KA990015-GM,GUNMETAL,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA700005-MBK,KA700005-MBK,TOWEL HANGER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA700003-MBK,KA700003-MBK,TOWEL HANGER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA700004-MBK,KA700004-MBK,TOWEL HANGER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA700016-MBK,KA700016-MBK,TOWEL HANGER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA700015-MBK,KA700015-MBK,SOAP DISPENSER,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA700009-MBK,KA700009-MBK,TOILET PAPER HOLDER WITH FLAP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA700010-MBK,KA700010-MBK,TOILET PAPER HOLDER WITH FLAP,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product KA600003-GM,KA600003-GM,FAUCET : BRASS,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product 627,627,SHOWER SET,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
SS 304 	CP 	1 	30 	770,1020,SEARCH RESULTS,770,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
.2,348,SHOWER SET,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
,140,EIHT,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
Product 490,490,TORNADO WALL HUNG,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product 502,502,SHOWER SET,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
--  of 172 --,156,HEAIN,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
--  of 172 --,115, I N K 	B O 	 E,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
.8,869,SHOWER SET,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
˚ Elbow Connector,135,HEAIN,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
Product KA600004-MB,KA600004-MB,PRODUCT DEMO,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
.1,433,SHOWER SET,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
--  of 172 --,148,COMMING SOON,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
Product 870,870,SHOWER SET,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product 1410,1410,SHOWER SET,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
.4,381,SHOWER SET,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
.2,1239,SHOWER SET,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
Product 599,599,SHOWER SET,0,Aurum,Extracted from Aurum Price List Feb 2026- AIEK-1.pdf
--  of 172 --,116,COMMING SOON,0,Viking_priced_catalogue_2026.1.pdf,Extracted from Viking_priced_catalogue_2026.1.pdf
